popularity,budget,revenue,original_title,director,runtime,genres,release_year,budget_adj,revenue_adj
0.114061999999999,0,0,The Island of Dr. Moreau,Don Taylor,99,Science Fiction,1977,0.0,0.0
0.113714,0,0,Martin,George A. Romero,95,Horror,1977,0.0,0.0
0.112001,0,0,The Deep,Peter Yates,123,Mystery|Thriller|Adventure,1977,0.0,0.0
0.108321,0,0,Empire of the Ants,Bert I. Gordon,89,Horror|Science Fiction,1977,0.0,0.0
0.046957,0,0,Day of the Animals,William Girdler,97,Science Fiction|Horror|Thriller,1977,0.0,0.0
0.097126,0,3,The Sentinel,Michael Winner,92,Horror|Drama|Mystery,1977,0.0,10.793343097711
0.140163,0,102000000,The Goodbye Girl,Herbert Ross,111,Comedy|Romance,1977,0.0,366973665.322175
0.080226,0,0,Opening Night,John Cassavetes,144,Drama,1977,0.0,0.0
0.121361,530000,0,Rabid,David Cronenberg,91,Horror|Science Fiction,1977,1906823.94726228,0.0
0.071172,200000,0,Shock Waves,Ken Wiederhorn,85,Horror,1977,719556.20651407,0.0
0.002457,0,0,Emmet Otter's Jug-Band Christmas,Jim Henson,48,Drama|Comedy|Family,1977,0.0,0.0
8.947905,63000000,100853753,Fight Club,David Fincher,139,Drama,1999,82470329.3354423,132022892.45437
7.753899,63000000,463517383,The Matrix,Lilly Wachowski|Lana Wachowski,136,Action|Science Fiction,1999,82470329.3354423,606768749.6621
3.5557199999999907,15000000,356296601,American Beauty,Sam Mendes,122,Drama,1999,19635792.6989148,466411079.77093095
3.5260290000000003,115000000,924317558,Star Wars: Episode I - The Phantom Menace,George Lucas,136,Adventure|Action|Science Fiction,1999,150541077.358347,1209980530.45701
2.94377,80000000,415885488,The Mummy,Stephen Sommers,124,Adventure|Fantasy|Horror|Action|Thriller,1999,104724227.727545,544416081.923668
2.719461,60000000,284600000,The Green Mile,Frank Darabont,189,Fantasy|Drama|Crime,1999,78543170.7956593,372556440.140744
2.5787310000000003,40000000,672806292,The Sixth Sense,M. Night Shyamalan,107,Mystery|Thriller|Drama,1999,52362113.8637728,880738991.74917
2.129874,135000000,361832400,The World Is Not Enough,Michael Apted,128,Adventure|Action|Thriller,1999,176722134.29023302,473657733.210055
2.069357,10500000,75902208,Cruel Intentions,Roger Kumble,97,Drama|Romance|Thriller,1999,13745054.889240302,99360001.4451943
2.065619,100000000,206071502,Sleepy Hollow,Tim Burton,105,Drama|Fantasy|Thriller|Mystery,1999,130905284.659432,269758486.295067
1.945894,0,0,Tarzan,Chris Buck|Kevin Lima,88,Adventure|Animation|Drama|Family,1999,0.0,0.0
1.825695,11000000,235483004,American Pie,Paul Weitz|Chris Weitz,95,Comedy|Romance,1999,14399581.3125375,308259696.710782
1.820318,66000000,212404396,Entrapment,Jon Amiel,112,Romance|Drama|Mystery,1999,86397487.8752252,278048579.212947
1.810197,90000000,485015179,Toy Story 2,John Lasseter|Lee Unkrich|Ash Brannon,92,Animation|Comedy|Family,1999,117814756.193489,634910500.711404
1.769152,16000000,53478166,10 Things I Hate About You,Gil Junger,97,Comedy|Romance|Drama,1999,20944845.5455091,70005745.4329437
1.72385,42000000,363889678,Notting Hill,Roger Michell,124,Comedy,1999,54980219.5569615,476350818.832191
1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Jay Roach,95,Crime|Adventure|Action|Comedy|Science Fiction,1999,43198743.9376126,407037004.698583
1.43163,2000000,11540607,Boys Don't Cry,Kimberly Peirce,118,Crime|Drama,1999,2618105.69318864,15107264.4447763
1.427794,90000000,60289912,The Insider,Michael Mann,157,Drama|Thriller,1999,117814756.193489,78922680.92452121
1.3486280000000002,45000000,90683916,Galaxy Quest,Dean Parisot,102,Comedy|Family|Science Fiction,1999,58907378.09674449,118710038.38012
1.329827,65000000,162091208,Eyes Wide Shut,Stanley Kubrick,159,Drama,1999,85088435.02863091,212185957.240312
1.328465,13000000,22863596,Being John Malkovich,Spike Jonze,112,Fantasy|Drama|Comedy,1999,17017687.0057261,29929655.427182507
1.320079,80000000,176885658,Analyze This,Harold Ramis,103,Comedy|Crime,1999,104724227.727545,231552674.126609
1.309249,133000000,300135367,Stuart Little,Rob Minkoff,84,Fantasy,1999,174104028.597044,392893056.534981
1.254522,73000000,151493655,The Bone Collector,Phillip Noyce,118,Drama|Mystery|Thriller|Crime,1999,95560857.80138548,198313200.318728
1.221973,170000000,222104681,Wild Wild West,Barry Sonnenfeld,106,Action|Adventure|Comedy|Drama|Science Fiction,1999,222538983.921034,290746764.904973
1.189386,160000000,61698899,The 13th Warrior,John McTiernan,102,Adventure|Fantasy|Action,1999,209448455.455091,80767119.3676855
1.17388799999999,100000000,211989043,End of Days,Peter Hyams,121,Action|Fantasy|Horror|Mystery,1999,130905284.659432,277504860.185956
1.152354,24000000,88545092,The Cider House Rules,Lasse HallstrÃ¶m,126,Drama,1999,31417268.31826369,115910204.734556
1.150934,70000000,23159305,The Iron Giant,Brad Bird,86,Adventure|Animation|Family|Fantasy|Science Fiction,1999,91633699.2616025,30316754.1353961
1.139223,60000000,73648228,Deep Blue Sea,Renny Harlin,105,Horror|Action|Thriller|Science Fiction,1999,78543170.7956593,96409422.5100276
1.076307,21000000,0,"South Park: Bigger, Longer & Uncut",Trey Parker,81,Animation|Comedy|Music,1999,27490109.7784807,0.0
1.050599,90000000,161626121,Payback,Paul Abascal|Brian Helgeland,100,Drama|Action|Thriller|Crime,1999,117814756.193489,211577133.779048
1.03785,70000000,309457509,Runaway Bride,Garry Marshall,116,Comedy|Romance,1999,91633699.2616025,405096233.056438
1.0220280000000002,10000000,103166989,She's All That,Robert Iscove,95,Comedy|Romance,1999,13090528.4659432,135051040.625015
0.993492,70000000,177841558,Double Jeopardy,Bruce Beresford,105,Drama|Mystery|Thriller|Crime,1999,91633699.2616025,232803997.742669
0.992316,6000000,30471,The Boondock Saints,Troy Duffy,108,Action|Thriller|Crime,1999,7854317.07956593,39888.1492885755
0.968204,10000000,12827813,Office Space,Mike Judge,89,Comedy|Crime,1999,13090528.4659432,16792285.1232296
0.941202,6000000,10409377,The Virgin Suicides,Sofia Coppola,97,Drama|Romance,1999,7854317.07956593,13626424.5931234
0.937873,100000000,93700000,Bicentennial Man,Chris Columbus,131,Comedy|Science Fiction,1999,130905284.659432,122658251.72588798
0.934621,25000,248000000,The Blair Witch Project,Daniel Myrick|Eduardo SÃ¡nchez,81,Horror|Mystery,1999,32726.321164857996,324645105.955391
0.920974,38000000,58401898,The Ninth Gate,Roman Polanski,133,Horror|Mystery|Thriller,1999,49744008.1705842,76451170.82341121
0.92088,50000000,73956241,The Hurricane,Norman Jewison,146,Drama,1999,65452642.3297161,96812627.8044657
0.907305,16000000,18564088,The Thirteenth Floor,Josef Rusnak,100,Thriller|Science Fiction|Mystery,1999,20944845.5455091,24301372.2408275
0.8765870000000001,34200000,234801895,Big Daddy,Dennis Dugan,93,Comedy|Drama,1999,44769607.3535258,307368089.035491
0.855109,32000000,0,Bringing Out the Dead,Martin Scorsese,121,Drama|Thriller,1999,41889691.0910183,0.0
0.8234940000000001,40000000,96618699,8MM,Joel Schumacher,123,Thriller|Crime|Mystery,1999,52362113.8637728,126478982.96018998
0.82073,10000000,30652890,Dogma,Kevin Smith,130,Fantasy|Comedy|Adventure,1999,13090528.4659432,40126252.91084261
0.797082,40000000,0,"Girl, Interrupted",James Mangold,127,Drama,1999,52362113.8637728,0.0
0.779596,0,0,Mickey's Once Upon a Christmas,Jun Falkenstein|Bradley Raymond|Toby Shelton|Bill Speers,66,Animation|Family|Comedy,1999,0.0,0.0
0.778786,80000000,91188905,The Haunting,Jan de Bont,113,Horror|Thriller|Fantasy|Mystery,1999,104724227.727545,119371095.668069
0.746054,75000000,93888180,Forces of Nature,Bronwen Hughes,105,Comedy,1999,98178963.4945741,122904589.29056
0.744837,35000000,40263020,Blast from the Past,Hugh Wilson,112,Comedy|Romance,1999,45816849.6308012,52706420.9434841
0.740133,80000000,0,Edtv,Ron Howard,122,Comedy,1999,104724227.727545,0.0
0.7318020000000001,80000000,118880016,Message in a Bottle,Luis Mandoki,131,Drama,1999,104724227.727545,155620223.347978
0.72669,60000000,149705852,The General's Daughter,Simon West,116,Crime|Drama|Mystery|Thriller,1999,78543170.7956593,195972871.712428
0.725013,29000000,50041732,Stigmata,Rupert Wainwright,103,Horror|Thriller,1999,37962532.551235296,65507271.72311011
0.716336,12000000,21133087,Stir of Echoes,David Koepp,99,Horror|Mystery|Thriller,1999,15708634.1591318,27664327.6946754
0.694437,0,0,Election,Alexander Payne,99,Comedy,1999,0.0,0.0
0.684185,75000000,0,Inspector Gadget,David Kellogg,78,Action|Adventure|Comedy|Family,1999,98178963.4945741,0.0
0.682531,37000000,48451803,Magnolia,Paul Thomas Anderson,188,Drama,1999,48434955.3239899,63425970.6397773
0.6710699999999991,51000000,36911617,The Bachelor,Gary Sinyor,101,Comedy,1999,66761695.1763104,48319257.3062493
0.654013,75000000,14010690,Virus,John Bruno,99,Horror|Action|Science Fiction,1999,98178963.4945741,18340733.6272506
0.6403310000000001,40000000,128798265,The Talented Mr. Ripley,Anthony Minghella,139,Thriller|Crime|Drama,1999,52362113.8637728,168603735.434659
0.637814,27000000,56870414,Lake Placid,Steve Miner,82,Horror|Comedy|Action|Science Fiction|Thriller,1999,35344426.8580467,74446377.3336976
0.63765,34000000,4217115,Detroit Rock City,Adam Rifkin,95,Comedy,1999,44507796.7842069,5520426.39516561
0.636432,68000000,29762011,Mystery Men,Kinka Usher,121,Adventure|Fantasy|Action|Comedy|Science Fiction,1999,89015593.5684139,38960045.2199215
0.6271720000000001,0,0,Ghost Dog: The Way of the Samurai,Jim Jarmusch,116,Action|Crime|Drama,1999,0.0,0.0
0.617279,80000000,90874570,Fantasia 2000,Paul Brizzi|Hendel Butoy|Francis Glebas|Eric Goldberg|Don Hahn|Pixote Hunt|James Algar|GaÃ«tan Brizzi,74,Music|Animation|Family|Fantasy,1999,104724227.727545,118959614.541535
0.614402,6500000,28451622,Go,Doug Liman,98,Crime|Comedy|Thriller,1999,8508843.50286309,37244676.76932561
0.614007,25000000,84565230,Never Been Kissed,Raja Gosnell,107,Romance|Comedy|Drama,1999,32726321.164858,110700355.054403
0.598565,80,0,Instinct,Jon Turteltaub,126,Drama|Mystery|Thriller,1999,104.724227727545,0.0
0.596781999999999,0,0,October Sky,Joe Johnston,108,Drama|Family,1999,0.0,0.0
0.585123,75000000,108000000,Three Kings,David O. Russell,114,Action|Adventure|Comedy,1999,98178963.4945741,141377707.432186
0.581756,82000000,47434430,Man on the Moon,MiloÅ¡ Forman,118,Comedy|Drama|Romance,1999,107342333.420734,62094175.6180791
0.566661,25000000,13000000,Brokedown Palace,Jonathan Kaplan,100,Drama|Thriller,1999,32726321.164858,17017687.0057261
0.54872,0,0,Annie,Rob Marshall,90,Music|Family|Comedy,1999,0.0,0.0
0.5480970000000001,19000000,40846082,House on Haunted Hill,William Malone,93,Horror|Mystery|Thriller,1999,24872004.0852921,53469679.9143251
0.545399,5000000,0,From Dusk Till Dawn 2: Texas Blood Money,Scott Spiegel,88,Crime|Action|Horror|Thriller,1999,6545264.23297161,0.0
0.538087,0,0,Best Laid Plans,Mike Barker,92,Drama|Thriller|Crime,1999,0.0,0.0
0.521573,0,0,A Christmas Carol,David Hugh Jones,95,Drama|Fantasy,1999,0.0,0.0
0.508128,48000000,124305181,The Thomas Crown Affair,John McTiernan,113,Drama|Comedy|Crime|Romance,1999,62834536.63652739,162722051.034472
0.5034609999999989,64000000,74608570,Random Hearts,Sydney Pollack,133,Drama|Romance,1999,83779382.1820366,97666560.9388317
0.501242,15000000,2856712,eXistenZ,David Cronenberg,97,Action|Thriller|Science Fiction|Horror,1999,19635792.6989148,3739586.97550016
0.498365,23000000,10827816,The End of the Affair,Neil Jordan,102,Drama,1999,30108215.4716694,14174183.3571995
0.4960100000000001,65000000,117758500,Blue Streak,Les Mayfield,93,Thriller|Action|Comedy|Crime,1999,85088435.02863091,154152099.635677
0.480421,21000000,17762705,The Rage: Carrie 2,Katt Shea,104,Horror|Thriller|Science Fiction,1999,27490109.7784807,23252319.5434652
0.479263,21500000,0,Arlington Road,Mark Pellington,117,Drama|Thriller|Mystery,1999,28144636.201777894,0.0
0.47074,10000000,5241315,Black and White,James Toback,98,Drama,1999,13090528.4659432,6861158.32064752
0.469286,0,0,Introducing Dorothy Dandridge,Martha Coolidge,120,Drama,1999,0.0,0.0
0.45956,20000000,0,Three to Tango,Damon Santostefano,98,Comedy|Romance,1999,26181056.9318864,0.0
0.454992,25000000,15156200,The Corruptor,James Foley,110,Action|Crime|Mystery|Thriller,1999,32726321.164858,19840266.7535528
0.450237,75000000,0,Anna and the King,Andy Tennant,148,Drama|History|Romance,1999,98178963.4945741,0.0
0.446421,0,0,Titus,Julie Taymor,162,Drama|History|Thriller,1999,0.0,0.0
0.4249979999999989,0,0,K-911,Charles T. Kanganis,91,Comedy|Action|Crime|Adventure,1999,0.0,0.0
0.418611,45000000,10667893,Universal Soldier: The Return,Mic Rodgers,82,Action|Science Fiction,1999,58907378.09674449,13964835.6988136
0.416778,0,0,Mickey Blue Eyes,Kelly Makin,102,Comedy|Crime|Romance,1999,0.0,0.0
0.413376,0,0,Candyman: Day of the Dead,Turi Meyer,93,Fantasy|Horror,1999,0.0,0.0
0.40647,0,0,The Mating Habits of the Earthbound Human,Jeff Abugov,88,Comedy|Romance|Science Fiction,1999,0.0,0.0
0.406308,20000000,0,Joan of Arc,Christian Duguay,140,Drama|History,1999,26181056.9318864,0.0
0.401336,33000000,0,Pushing Tin,Mike Newell,124,Comedy|Drama,1999,43198743.9376126,0.0
0.354484,5000000,0,From Dusk Till Dawn 3: The Hangman's Daughter,P.J. Pesce,94,Western|Horror|Thriller,1999,6545264.23297161,0.0
0.393985,70000000,11263966,Chill Factor,Hugh Johnson,101,Action|Comedy|Thriller,1999,91633699.2616025,14745126.7562416
0.390862,0,0,Sunshine,IstvÃ¡n SzabÃ³,181,Drama|History,1999,0.0,0.0
0.383326,80000000,73345029,Life,Ted Demme,108,Comedy|Crime|Drama,1999,104724227.727545,96012518.9959931
0.382872,23000000,18653615,Anywhere But Here,Wayne Wang,114,Drama|Comedy|Romance,1999,30108215.4716694,24418567.8150245
0.378188,75000000,19598588,The Astronaut's Wife,Rand Ravich,109,Drama|Science Fiction|Thriller,1999,98178963.4945741,25655587.4106293
0.88284,65000000,36850101,My Favorite Martian,Donald Petrie,94,Comedy|Drama|Family|Science Fiction,1999,85088435.02863091,48238729.6113382
0.364241,11000000,0,A Midsummer Night's Dream,Michael Hoffman,116,Fantasy|Drama|Comedy|Romance,1999,14399581.3125375,0.0
0.274419,10000000,3193102,The Limey,Steven Soderbergh,89,Drama|Action|Thriller|Crime|Mystery,1999,13090528.4659432,4179939.26256602
0.35206,25,13,Angela's Ashes,Alan Parker,145,Drama,1999,32.726321164858,17.0176870057261
0.5737180000000001,50000000,58900031,The Story of Us,Rob Reiner,95,Comedy|Drama|Romance,1999,65452642.3297161,77103253.2450438
0.257547,8000000,17843379,Drive Me Crazy,John Schultz,91,Drama|Comedy|Romance|Family,1999,10472422.7727545,23357926.0728113
0.345172,11000000,0,Fortress 2,Geoff Murphy,92,Science Fiction|Action,1999,14399581.3125375,0.0
0.411324,0,0,An American Tail 4: The Mystery of the Night Monster,Larry Latham,78,Adventure|Fantasy|Animation|Science Fiction|Mystery,1999,0.0,0.0
1.104937,24000000,16290976,Muppets from Space,Tim Hill,87,Fantasy|Comedy|Science Fiction|Family,1999,31417268.31826369,21325748.5065997
0.33539800000000003,10000000,0,The Straight Story,David Lynch,112,Drama,1999,13090528.4659432,0.0
0.333245,14000000,18535191,An Ideal Husband,Oliver Parker,97,Drama|Comedy|Romance,1999,18326739.8523205,24263544.5407194
0.331443,0,0,Dak ging san yan lui,Benny Chan,114,Action|Comedy|Thriller,1999,0.0,0.0
0.330491,0,0,Jakob the Liar,Peter Kassovitz,120,Comedy|Drama|History,1999,0.0,0.0
0.328409,17000000,65535067,Deuce Bigalow: Male Gigolo,Mike Mitchell,88,Comedy,1999,22253898.3921034,85788866.0080996
0.324805,0,0,The Jack Bull,John Badham,116,TV Movie|Action|Drama|Western,1999,0.0,0.0
0.323791,25000000,4152230,Idle Hands,Rodman Flender|Christian P. Della Penna,92,Thriller|Comedy|Horror,1999,32726321.164858,5435488.50121434
0.322499,55000000,100230832,Any Given Sunday,Oliver Stone,150,Drama,1999,71997906.56268771,131207455.946117
0.322339,38000000,28121100,The Deep End of the Ocean,Ulu Grosbard,106,Drama|Mystery,1999,49744008.1705842,36812006.0043636
0.318024,15000000,0,Inferno,John G. Avildsen,95,Action|Drama|Romance,1999,19635792.6989148,0.0
0.312827,600000,4000000,Human Traffic,Justin Kerrigan,99,Comedy|Drama,1999,785431.707956593,5236211.38637729
0.312759,7000000,14011454,In Too Deep,Michael Rymer,97,Drama|Action|Thriller|Crime,1999,9163369.92616025,18341733.7436254
0.312306,55000000,0,Bowfinger,Frank Oz,97,Comedy,1999,71997906.56268771,0.0
0.377269,13000000,8946237,Teaching Mrs. Tingle,Kevin Williamson,96,Comedy|Thriller,1999,17017687.0057261,11711097.0111574
0.304124,0,0,Holy Smoke,Jane Campion,115,Drama|Comedy,1999,0.0,0.0
0.258844,0,0,Summer of Sam,Spike Lee,142,Thriller|Drama|Crime|Romance,1999,0.0,0.0
0.301845,0,0,Varsity Blues,Brian Robbins,106,Comedy|Drama|Romance,1999,0.0,0.0
0.301697,0,0,Rogue Trader,James Dearden,101,Drama|Foreign,1999,0.0,0.0
0.301533,30000000,0,Wing Commander,Christopher Roberts,100,Action|Science Fiction,1999,39271585.3978296,0.0
0.300431,0,0,The War Zone,Tim Roth,98,Drama,1999,0.0,0.0
0.299004,0,0,But I'm a Cheerleader,Jamie Babbit,85,Comedy,1999,0.0,0.0
0.297996,0,0,At First Sight,Irwin Winkler,128,Drama|Romance,1999,0.0,0.0
0.296655,0,0,Superstar,Bruce McCulloch,81,Comedy|Family,1999,0.0,0.0
0.289133,0,0,True Crime,Clint Eastwood,127,Crime|Drama,1999,0.0,0.0
0.28789000000000003,0,0,Pirates of Silicon Valley,Martyn Burke,97,Drama|TV Movie,1999,0.0,0.0
0.285902,10000000,10571408,Drop Dead Gorgeous,Michael Patrick Jann,98,Comedy,1999,13090528.4659432,13838531.7349099
0.281948,0,0,Sweet and Lowdown,Woody Allen,95,Comedy|Drama,1999,0.0,0.0
0.27839400000000003,0,0,Snow Falling on Cedars,Scott Hicks,127,Drama|Romance,1999,0.0,0.0
0.066504,9000000,34573780,The Best Man,Malcolm D. Lee,120,Drama|Comedy,1999,11781475.6193489,45258905.1265258
0.231418,6000000,4398989,Simply Irresistible,Mark Tarlov,95,Comedy,1999,7854317.07956593,5758509.07258711
0.272771,27000000,14859394,Music of the Heart,Wes Craven,124,Drama,1999,35344426.8580467,19451732.0143665
0.26906,0,0,Bartok the Magnificent,Gary Goldman|Don Bluth,67,Animation|Comedy|Family,1999,0.0,0.0
0.265623,0,0,Two Hands,Gregor Jordan,103,Comedy|Crime|Thriller,1999,0.0,0.0
0.26510500000000004,0,0,Buena Vista Social Club,Wim Wenders,105,Documentary|Music,1999,0.0,0.0
0.143906,50000000,0,For Love of the Game,Sam Raimi,137,Drama|Romance,1999,65452642.3297161,0.0
0.260903,28000000,8888143,"Mystery, Alaska",Jay Roach,119,Comedy|Drama,1999,36653479.704641,11635048.8950874
0.257431,50000000,13260050,The Mod Squad,Scott Silver,92,Action|Mystery|Thriller,1999,65452642.3297161,17358106.198482998
0.253305,21000000,0,Alice in Wonderland,Nick Willing,150,Fantasy|Family,1999,27490109.7784807,0.0
0.25073,6000000,25059640,The Wood,Rick Famuyiwa,106,Comedy|Drama|Romance,1999,7854317.07956593,32804393.0766289
0.250148999999999,0,0,Mansfield Park,Patricia Rozema,112,Drama|Romance,1999,0.0,0.0
0.246669,6000000,6852450,200 Cigarettes,Risa Bramon Garcia,101,Comedy|Drama|Romance,1999,7854317.07956593,8970219.17864526
0.323477,12000000,0,Ravenous,Antonia Bird,100,Horror|Thriller,1999,15708634.1591318,0.0
0.242797,75000000,29000000,The Out-of-Towners,Sam Weisman,90,Comedy,1999,98178963.4945741,37962532.551235296
0.319907,10000000,0,Cookie's Fortune,Robert Altman,118,Comedy|Drama|Thriller,1999,13090528.4659432,0.0
0.239265,0,0,American Movie,Chris Smith,107,Documentary,1999,0.0,0.0
0.238749,15000000,0,Eye of the Beholder,Stephan Elliott,109,Drama|Mystery|Thriller,1999,19635792.6989148,0.0
0.235223,60000000,66976317,Joan of Arc,Luc Besson,148,Adventure|Drama|Action|History|War,1999,78543170.7956593,87675538.4232537
0.297398,35000000,0,The Other Sister,Garry Marshall,130,Comedy|Drama|Romance,1999,45816849.6308012,0.0
0.22722,0,0,Don't Look Under the Bed,Kenneth Johnson,100,Drama|Family,1999,0.0,0.0
0.2264,0,0,Smart House,LeVar Burton,82,Drama|Family|Science Fiction|Fantasy,1999,0.0,0.0
0.218481,0,0,The Devil's Arithmetic,Donna Deitch,95,Drama|Science Fiction|Thriller,1999,0.0,0.0
0.216242,20000000,1531251,Beowulf,Graham Baker,95,Action|Science Fiction|Thriller|Adventure|Horror,1999,26181056.9318864,2004488.4804004
0.212029,24000000,8434146,Play It to the Bone,Ron Shelton,124,Comedy|Drama,1999,31417268.31826369,11040742.8298921
0.20768000000000006,23000000,0,Animal Farm,John Stephenson,91,Family|Drama|Comedy,1999,30108215.4716694,0.0
0.207575,0,0,The Magical Legend of the Leprechauns,John Henderson,139,Fantasy,1999,0.0,0.0
0.204411,1700000,1943649,"Happy, Texas",Mark Illsley,98,Comedy|Crime,1999,2225389.83921034,2544339.2562302
0.202456,0,0,Journey to the Center of the Earth,George T. Miller,180,Adventure|Fantasy|Action|Science Fiction|Family,1999,0.0,0.0
0.20056,0,0,Eddie Izzard: Dress to Kill,Lawrence Jordan,114,Comedy|Foreign,1999,0.0,0.0
0.198477,0,0,Mumford,Lawrence Kasdan,112,Comedy|Drama|Romance,1999,0.0,0.0
0.198126,38000000,635096,Ride with the Devil,Ang Lee,138,Drama|War|Romance|Western,1999,49744008.1705842,831374.226660667
0.195796,0,0,Better Than Chocolate,Anne Wheeler,101,Drama|Romance,1999,0.0,0.0
0.195048,3000000,3076820,Jawbreaker,Darren Stein,87,Comedy,1999,3927158.53978296,4027719.97945834
