popularity,budget,revenue,original_title,director,runtime,genres,release_year,budget_adj,revenue_adj,century,profit
0.797082,40000000,0,"Girl, Interrupted",James Mangold,127,Drama,1999,52362113.8637728,0.0,20th,-40000000
0.779596,0,0,Mickey's Once Upon a Christmas,Jun Falkenstein|Bradley Raymond|Toby Shelton|Bill Speers,66,Animation,1999,0.0,0.0,20th,0
0.778786,80000000,91188905,The Haunting,Jan de Bont,113,Horror,1999,104724227.727545,119371095.668069,20th,11188905
0.746054,75000000,93888180,Forces of Nature,Bronwen Hughes,105,Comedy,1999,98178963.4945741,122904589.29056,20th,18888180
0.744837,35000000,40263020,Blast from the Past,Hugh Wilson,112,Comedy,1999,45816849.6308012,52706420.9434841,20th,5263020
0.740133,80000000,0,Edtv,Ron Howard,122,Comedy,1999,104724227.727545,0.0,20th,-80000000
0.7318020000000001,80000000,118880016,Message in a Bottle,Luis Mandoki,131,Drama,1999,104724227.727545,155620223.347978,20th,38880016
0.72669,60000000,149705852,The General's Daughter,Simon West,116,Crime,1999,78543170.7956593,195972871.712428,20th,89705852
0.725013,29000000,50041732,Stigmata,Rupert Wainwright,103,Horror,1999,37962532.551235296,65507271.72311011,20th,21041732
0.716336,12000000,21133087,Stir of Echoes,David Koepp,99,Horror,1999,15708634.1591318,27664327.6946754,20th,9133087
0.694437,0,0,Election,Alexander Payne,99,Comedy,1999,0.0,0.0,20th,0
0.684185,75000000,0,Inspector Gadget,David Kellogg,78,Action,1999,98178963.4945741,0.0,20th,-75000000
0.682531,37000000,48451803,Magnolia,Paul Thomas Anderson,188,Drama,1999,48434955.3239899,63425970.6397773,20th,11451803
0.6710699999999991,51000000,36911617,The Bachelor,Gary Sinyor,101,Comedy,1999,66761695.1763104,48319257.3062493,20th,-14088383
0.654013,75000000,14010690,Virus,John Bruno,99,Horror,1999,98178963.4945741,18340733.6272506,20th,-60989310
0.6403310000000001,40000000,128798265,The Talented Mr. Ripley,Anthony Minghella,139,Thriller,1999,52362113.8637728,168603735.434659,20th,88798265
0.637814,27000000,56870414,Lake Placid,Steve Miner,82,Horror,1999,35344426.8580467,74446377.3336976,20th,29870414
0.63765,34000000,4217115,Detroit Rock City,Adam Rifkin,95,Comedy,1999,44507796.7842069,5520426.39516561,20th,-29782885
0.636432,68000000,29762011,Mystery Men,Kinka Usher,121,Adventure,1999,89015593.5684139,38960045.2199215,20th,-38237989
0.6271720000000001,0,0,Ghost Dog: The Way of the Samurai,Jim Jarmusch,116,Action,1999,0.0,0.0,20th,0
0.617279,80000000,90874570,Fantasia 2000,Paul Brizzi|Hendel Butoy|Francis Glebas|Eric Goldberg|Don Hahn|Pixote Hunt|James Algar|GaÃ«tan Brizzi,74,Music,1999,104724227.727545,118959614.541535,20th,10874570
0.614402,6500000,28451622,Go,Doug Liman,98,Crime,1999,8508843.50286309,37244676.76932561,20th,21951622
0.614007,25000000,84565230,Never Been Kissed,Raja Gosnell,107,Romance,1999,32726321.164858,110700355.054403,20th,59565230
0.598565,80,0,Instinct,Jon Turteltaub,126,Drama,1999,104.724227727545,0.0,20th,-80
0.596781999999999,0,0,October Sky,Joe Johnston,108,Drama,1999,0.0,0.0,20th,0
0.585123,75000000,108000000,Three Kings,David O. Russell,114,Action,1999,98178963.4945741,141377707.432186,20th,33000000
0.581756,82000000,47434430,Man on the Moon,MiloÅ¡ Forman,118,Comedy,1999,107342333.420734,62094175.6180791,20th,-34565570
0.566661,25000000,13000000,Brokedown Palace,Jonathan Kaplan,100,Drama,1999,32726321.164858,17017687.0057261,20th,-12000000
0.54872,0,0,Annie,Rob Marshall,90,Music,1999,0.0,0.0,20th,0
0.5480970000000001,19000000,40846082,House on Haunted Hill,William Malone,93,Horror,1999,24872004.0852921,53469679.9143251,20th,21846082
0.545399,5000000,0,From Dusk Till Dawn 2: Texas Blood Money,Scott Spiegel,88,Crime,1999,6545264.23297161,0.0,20th,-5000000
0.538087,0,0,Best Laid Plans,Mike Barker,92,Drama,1999,0.0,0.0,20th,0
0.521573,0,0,A Christmas Carol,David Hugh Jones,95,Drama,1999,0.0,0.0,20th,0
0.508128,48000000,124305181,The Thomas Crown Affair,John McTiernan,113,Drama,1999,62834536.63652739,162722051.034472,20th,76305181
0.5034609999999989,64000000,74608570,Random Hearts,Sydney Pollack,133,Drama,1999,83779382.1820366,97666560.9388317,20th,10608570
0.501242,15000000,2856712,eXistenZ,David Cronenberg,97,Action,1999,19635792.6989148,3739586.97550016,20th,-12143288
0.498365,23000000,10827816,The End of the Affair,Neil Jordan,102,Drama,1999,30108215.4716694,14174183.3571995,20th,-12172184
0.4960100000000001,65000000,117758500,Blue Streak,Les Mayfield,93,Thriller,1999,85088435.02863091,154152099.635677,20th,52758500
0.480421,21000000,17762705,The Rage: Carrie 2,Katt Shea,104,Horror,1999,27490109.7784807,23252319.5434652,20th,-3237295
0.479263,21500000,0,Arlington Road,Mark Pellington,117,Drama,1999,28144636.20177789,0.0,20th,-21500000
0.47074,10000000,5241315,Black and White,James Toback,98,Drama,1999,13090528.4659432,6861158.32064752,20th,-4758685
0.469286,0,0,Introducing Dorothy Dandridge,Martha Coolidge,120,Drama,1999,0.0,0.0,20th,0
0.45956,20000000,0,Three to Tango,Damon Santostefano,98,Comedy,1999,26181056.9318864,0.0,20th,-20000000
0.454992,25000000,15156200,The Corruptor,James Foley,110,Action,1999,32726321.164858,19840266.7535528,20th,-9843800
0.450237,75000000,0,Anna and the King,Andy Tennant,148,Drama,1999,98178963.4945741,0.0,20th,-75000000
0.446421,0,0,Titus,Julie Taymor,162,Drama,1999,0.0,0.0,20th,0
0.4249979999999989,0,0,K-911,Charles T. Kanganis,91,Comedy,1999,0.0,0.0,20th,0
0.418611,45000000,10667893,Universal Soldier: The Return,Mic Rodgers,82,Action,1999,58907378.09674449,13964835.6988136,20th,-34332107
0.416778,0,0,Mickey Blue Eyes,Kelly Makin,102,Comedy,1999,0.0,0.0,20th,0
0.413376,0,0,Candyman: Day of the Dead,Turi Meyer,93,Fantasy,1999,0.0,0.0,20th,0
0.40647,0,0,The Mating Habits of the Earthbound Human,Jeff Abugov,88,Comedy,1999,0.0,0.0,20th,0
0.406308,20000000,0,Joan of Arc,Christian Duguay,140,Drama,1999,26181056.9318864,0.0,20th,-20000000
0.401336,33000000,0,Pushing Tin,Mike Newell,124,Comedy,1999,43198743.9376126,0.0,20th,-33000000
0.354484,5000000,0,From Dusk Till Dawn 3: The Hangman's Daughter,P.J. Pesce,94,Western,1999,6545264.23297161,0.0,20th,-5000000
0.393985,70000000,11263966,Chill Factor,Hugh Johnson,101,Action,1999,91633699.2616025,14745126.7562416,20th,-58736034
0.390862,0,0,Sunshine,IstvÃ¡n SzabÃ³,181,Drama,1999,0.0,0.0,20th,0
0.383326,80000000,73345029,Life,Ted Demme,108,Comedy,1999,104724227.727545,96012518.9959931,20th,-6654971
0.382872,23000000,18653615,Anywhere But Here,Wayne Wang,114,Drama,1999,30108215.4716694,24418567.8150245,20th,-4346385
0.378188,75000000,19598588,The Astronaut's Wife,Rand Ravich,109,Drama,1999,98178963.4945741,25655587.4106293,20th,-55401412
0.88284,65000000,36850101,My Favorite Martian,Donald Petrie,94,Comedy,1999,85088435.02863091,48238729.6113382,20th,-28149899
0.364241,11000000,0,A Midsummer Night's Dream,Michael Hoffman,116,Fantasy,1999,14399581.3125375,0.0,20th,-11000000
0.274419,10000000,3193102,The Limey,Steven Soderbergh,89,Drama,1999,13090528.4659432,4179939.26256602,20th,-6806898
0.35206,25,13,Angela's Ashes,Alan Parker,145,Drama,1999,32.726321164858,17.0176870057261,20th,-12
0.5737180000000001,50000000,58900031,The Story of Us,Rob Reiner,95,Comedy,1999,65452642.3297161,77103253.2450438,20th,8900031
0.257547,8000000,17843379,Drive Me Crazy,John Schultz,91,Drama,1999,10472422.7727545,23357926.0728113,20th,9843379
0.345172,11000000,0,Fortress 2,Geoff Murphy,92,Science Fiction,1999,14399581.3125375,0.0,20th,-11000000
0.411324,0,0,An American Tail 4: The Mystery of the Night Monster,Larry Latham,78,Adventure,1999,0.0,0.0,20th,0
1.104937,24000000,16290976,Muppets from Space,Tim Hill,87,Fantasy,1999,31417268.31826369,21325748.5065997,20th,-7709024
0.33539800000000003,10000000,0,The Straight Story,David Lynch,112,Drama,1999,13090528.4659432,0.0,20th,-10000000
0.333245,14000000,18535191,An Ideal Husband,Oliver Parker,97,Drama,1999,18326739.8523205,24263544.5407194,20th,4535191
0.331443,0,0,Dak ging san yan lui,Benny Chan,114,Action,1999,0.0,0.0,20th,0
0.330491,0,0,Jakob the Liar,Peter Kassovitz,120,Comedy,1999,0.0,0.0,20th,0
0.328409,17000000,65535067,Deuce Bigalow: Male Gigolo,Mike Mitchell,88,Comedy,1999,22253898.3921034,85788866.0080996,20th,48535067
0.324805,0,0,The Jack Bull,John Badham,116,TV Movie,1999,0.0,0.0,20th,0
0.323791,25000000,4152230,Idle Hands,Rodman Flender|Christian P. Della Penna,92,Thriller,1999,32726321.164858,5435488.50121434,20th,-20847770
0.322499,55000000,100230832,Any Given Sunday,Oliver Stone,150,Drama,1999,71997906.56268771,131207455.946117,20th,45230832
0.322339,38000000,28121100,The Deep End of the Ocean,Ulu Grosbard,106,Drama,1999,49744008.1705842,36812006.0043636,20th,-9878900
0.318024,15000000,0,Inferno,John G. Avildsen,95,Action,1999,19635792.6989148,0.0,20th,-15000000
0.312827,600000,4000000,Human Traffic,Justin Kerrigan,99,Comedy,1999,785431.707956593,5236211.38637729,20th,3400000
0.312759,7000000,14011454,In Too Deep,Michael Rymer,97,Drama,1999,9163369.92616025,18341733.7436254,20th,7011454
0.312306,55000000,0,Bowfinger,Frank Oz,97,Comedy,1999,71997906.56268771,0.0,20th,-55000000
0.377269,13000000,8946237,Teaching Mrs. Tingle,Kevin Williamson,96,Comedy,1999,17017687.0057261,11711097.0111574,20th,-4053763
0.304124,0,0,Holy Smoke,Jane Campion,115,Drama,1999,0.0,0.0,20th,0
0.258844,0,0,Summer of Sam,Spike Lee,142,Thriller,1999,0.0,0.0,20th,0
0.301845,0,0,Varsity Blues,Brian Robbins,106,Comedy,1999,0.0,0.0,20th,0
0.301697,0,0,Rogue Trader,James Dearden,101,Drama,1999,0.0,0.0,20th,0
0.301533,30000000,0,Wing Commander,Christopher Roberts,100,Action,1999,39271585.3978296,0.0,20th,-30000000
0.300431,0,0,The War Zone,Tim Roth,98,Drama,1999,0.0,0.0,20th,0
0.299004,0,0,But I'm a Cheerleader,Jamie Babbit,85,Comedy,1999,0.0,0.0,20th,0
0.297996,0,0,At First Sight,Irwin Winkler,128,Drama,1999,0.0,0.0,20th,0
0.296655,0,0,Superstar,Bruce McCulloch,81,Comedy,1999,0.0,0.0,20th,0
0.289133,0,0,True Crime,Clint Eastwood,127,Crime,1999,0.0,0.0,20th,0
0.28789000000000003,0,0,Pirates of Silicon Valley,Martyn Burke,97,Drama,1999,0.0,0.0,20th,0
0.285902,10000000,10571408,Drop Dead Gorgeous,Michael Patrick Jann,98,Comedy,1999,13090528.4659432,13838531.7349099,20th,571408
0.281948,0,0,Sweet and Lowdown,Woody Allen,95,Comedy,1999,0.0,0.0,20th,0
0.27839400000000003,0,0,Snow Falling on Cedars,Scott Hicks,127,Drama,1999,0.0,0.0,20th,0
0.066504,9000000,34573780,The Best Man,Malcolm D. Lee,120,Drama,1999,11781475.6193489,45258905.1265258,20th,25573780
0.231418,6000000,4398989,Simply Irresistible,Mark Tarlov,95,Comedy,1999,7854317.07956593,5758509.07258711,20th,-1601011
0.272771,27000000,14859394,Music of the Heart,Wes Craven,124,Drama,1999,35344426.8580467,19451732.0143665,20th,-12140606
0.26906,0,0,Bartok the Magnificent,Gary Goldman|Don Bluth,67,Animation,1999,0.0,0.0,20th,0
0.265623,0,0,Two Hands,Gregor Jordan,103,Comedy,1999,0.0,0.0,20th,0
0.26510500000000004,0,0,Buena Vista Social Club,Wim Wenders,105,Documentary,1999,0.0,0.0,20th,0
0.143906,50000000,0,For Love of the Game,Sam Raimi,137,Drama,1999,65452642.3297161,0.0,20th,-50000000
0.260903,28000000,8888143,"Mystery, Alaska",Jay Roach,119,Comedy,1999,36653479.704641,11635048.8950874,20th,-19111857
0.257431,50000000,13260050,The Mod Squad,Scott Silver,92,Action,1999,65452642.3297161,17358106.198482998,20th,-36739950
0.253305,21000000,0,Alice in Wonderland,Nick Willing,150,Fantasy,1999,27490109.7784807,0.0,20th,-21000000
0.25073,6000000,25059640,The Wood,Rick Famuyiwa,106,Comedy,1999,7854317.07956593,32804393.0766289,20th,19059640
0.250148999999999,0,0,Mansfield Park,Patricia Rozema,112,Drama,1999,0.0,0.0,20th,0
0.246669,6000000,6852450,200 Cigarettes,Risa Bramon Garcia,101,Comedy,1999,7854317.07956593,8970219.17864526,20th,852450
0.323477,12000000,0,Ravenous,Antonia Bird,100,Horror,1999,15708634.1591318,0.0,20th,-12000000
0.242797,75000000,29000000,The Out-of-Towners,Sam Weisman,90,Comedy,1999,98178963.4945741,37962532.551235296,20th,-46000000
0.319907,10000000,0,Cookie's Fortune,Robert Altman,118,Comedy,1999,13090528.4659432,0.0,20th,-10000000
0.239265,0,0,American Movie,Chris Smith,107,Documentary,1999,0.0,0.0,20th,0
0.238749,15000000,0,Eye of the Beholder,Stephan Elliott,109,Drama,1999,19635792.6989148,0.0,20th,-15000000
0.235223,60000000,66976317,Joan of Arc,Luc Besson,148,Adventure,1999,78543170.7956593,87675538.4232537,20th,6976317
0.297398,35000000,0,The Other Sister,Garry Marshall,130,Comedy,1999,45816849.6308012,0.0,20th,-35000000
0.22722,0,0,Don't Look Under the Bed,Kenneth Johnson,100,Drama,1999,0.0,0.0,20th,0
0.2264,0,0,Smart House,LeVar Burton,82,Drama,1999,0.0,0.0,20th,0
0.218481,0,0,The Devil's Arithmetic,Donna Deitch,95,Drama,1999,0.0,0.0,20th,0
0.216242,20000000,1531251,Beowulf,Graham Baker,95,Action,1999,26181056.9318864,2004488.4804004,20th,-18468749
0.212029,24000000,8434146,Play It to the Bone,Ron Shelton,124,Comedy,1999,31417268.31826369,11040742.8298921,20th,-15565854
0.2076800000000001,23000000,0,Animal Farm,John Stephenson,91,Family,1999,30108215.4716694,0.0,20th,-23000000
0.207575,0,0,The Magical Legend of the Leprechauns,John Henderson,139,Fantasy,1999,0.0,0.0,20th,0
0.204411,1700000,1943649,"Happy, Texas",Mark Illsley,98,Comedy,1999,2225389.83921034,2544339.2562302,20th,243649
0.202456,0,0,Journey to the Center of the Earth,George T. Miller,180,Adventure,1999,0.0,0.0,20th,0
0.20056,0,0,Eddie Izzard: Dress to Kill,Lawrence Jordan,114,Comedy,1999,0.0,0.0,20th,0
0.198477,0,0,Mumford,Lawrence Kasdan,112,Comedy,1999,0.0,0.0,20th,0
0.198126,38000000,635096,Ride with the Devil,Ang Lee,138,Drama,1999,49744008.1705842,831374.226660667,20th,-37364904
0.195796,0,0,Better Than Chocolate,Anne Wheeler,101,Drama,1999,0.0,0.0,20th,0
0.195048,3000000,3076820,Jawbreaker,Darren Stein,87,Comedy,1999,3927158.53978296,4027719.97945834,20th,76820
0.193797,0,0,Bats,Louis Morneau,91,Horror,1999,0.0,0.0,20th,0
0.187628,0,0,Topsy-Turvy,Mike Leigh,160,Comedy,1999,0.0,0.0,20th,0
0.187319,13000000,27500000,Dick,Andrew Fleming,94,Comedy,1999,17017687.0057261,35998953.281343795,20th,14500000
