popularity,budget,revenue,original_title,director,runtime,genres,release_year,budget_adj,revenue_adj
4.648046,28000000,133346506,The Big Short,Adam McKay,130,Comedy|Drama,2015,25759988.665604897,122678731.541358
4.566713,150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Action,2015,137999939.280026,627743451.672881
4.564549,68000000,215863606,Ted 2,Seth MacFarlane,115,Comedy,2015,62559972.4736121,198594430.13845
4.503789,81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Crime|Comedy|Action|Adventure,2015,74519967.21121441,371497801.660967
4.062293,20000000,88346473,Spotlight,Tom McCarthy,128,Drama|Thriller|History,2015,18399991.9040035,81278719.39736341
3.968891,61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,132,Action|Science Fiction|Thriller,2015,56119975.30721079,286356245.923251
3.927333,0,29355203,Mr. Holmes,Bill Condon,103,Mystery|Drama,2015,0.0,27006774.877019
3.899557,49000000,102069268,Chappie,Neill Blomkamp,120,Crime|Action|Science Fiction,2015,45079980.16480871,93903685.2423785
3.877764,29000000,287506194,Pitch Perfect 2,Elizabeth Banks,115,Comedy|Music,2015,26679988.260805104,264505582.09754303
3.64821,40000000,162610473,Bridge of Spies,Steven Spielberg,141,Thriller|Drama,2015,36799983.80800711,149601569.335309
3.644541,58000000,150170815,Goosebumps,Rob Letterman,103,Adventure|Horror|Comedy,2015,53359976.5216103,138157089.01088
3.557846,6000000,35401758,Room,Lenny Abrahamson,117,Drama|Thriller,2015,5519997.57120106,32569603.029374603
3.358321,0,22354572,Solace,Afonso Poyart,101,Crime|Drama|Mystery,2015,0.0,20566197.1908732
3.339135,175000000,331926147,The Good Dinosaur,Peter Sohn,93,Adventure|Animation|Comedy|Family|Fantasy,2015,160999929.16003102,305371920.876354
3.23737,50000000,71561644,Run All Night,Jaume Collet-Serra,114,Action|Crime|Drama|Mystery|Thriller,2015,45999979.7600089,65836683.5118592
3.227329,11000000,62076141,Brooklyn,John Crowley,111,Drama|Romance,2015,10119995.5472019,57110024.5915891
3.202719,28000000,201634991,Straight Outta Compton,F. Gary Gray,147,Drama|Music,2015,25759988.665604897,185504110.098191
3.080505,90000000,140396650,The Last Witch Hunter,Breck Eisner,106,Fantasy|Action|Adventure,2015,82799963.56801601,129164861.167461
3.0795220000000003,30000000,34441873,Steve Jobs,Danny Boyle,122,History|Drama,2015,27599987.856005296,31686509.2179359
3.053421,75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,Comedy|Action|Adventure,2015,68999969.64001329,99493456.50287908
3.025852,25000000,42629776,The Age of Adaline,Lee Toland Krieger,112,Fantasy|Drama|Romance,2015,22999989.8800044,39219376.6634742
3.023253,10000000,14333790,Hardcore Henry,Ilya Naishuller,97,Action|Adventure|Science Fiction,2015,9199995.95200178,13187080.9976843
2.976436,135000000,368871007,Home,Tim Johnson,94,Fantasy|Comedy|Animation|Science Fiction|Family,2015,124199945.352024,339361177.121082
2.968254,12000000,85512300,Paper Towns,Jake Schreier,109,Drama|Mystery|Romance,2015,11039995.1424021,78671281.38463621
2.93234,30000000,0,Wild Card,Simon West,92,Thriller|Crime|Drama,2015,27599987.856005296,0.0
2.885126,4000000,9064511,The Lobster,Yorgos Lanthimos,118,Thriller|Comedy|Drama|Romance|Science Fiction,2015,3679998.38080071,8339346.45068756
2.883233,11800000,40272135,Carol,Todd Haynes,118,Romance|Drama,2015,10855995.2233621,37050347.8978469
2.814802,35000000,194564672,The Intern,Nancy Meyers,121,Comedy,2015,32199985.8320062,178999419.480255
2.798017,55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Adventure|Drama,2015,50599977.7360098,187153294.93255
2.793297,60000000,101134059,Joy,David O. Russell,124,Comedy|Drama,2015,55199975.71201059,93043293.3409509
2.6144990000000004,105000000,133718711,Point Break,Ericson Core,114,Action|Crime|Thriller,2015,96599957.49601872,123021159.990689
2.584264,20000000,36606743,Burnt,John Wells,100,Drama,2015,18399991.9040035,33678188.7415969
2.578919,26000000,30523226,Self/less,Tarsem Singh,116,Science Fiction|Mystery|Thriller,2015,23919989.4752046,28081355.564203493
2.575711,60000000,30418560,Mortdecai,David Koepp,106,Comedy|Adventure,2015,55199975.71201059,27985062.8865723
2.557859,15000000,64191523,The Danish Girl,Tom Hooper,120,Drama,2015,13799993.9280026,59056175.1752829
2.5507470000000003,70000000,17752940,Blackhat,Michael Mann,133,Mystery|Crime|Action|Thriller|Drama,2015,64399971.6640124,16332697.613613
2.487849,30000000,84025816,Sicario,Denis Villeneuve,121,Action|Crime|Drama|Mystery|Thriller,2015,27599987.856005296,77303716.7063646
2.487042,120000001,167977596,Fantastic Four,Josh Trank,100,Action|Adventure|Science Fiction,2015,110399952.34402,154539320.322699
2.46449,3500000,40423945,The Witch,Robert Eggers,92,Mystery|Horror,2015,3219998.58320062,37190013.0363942
2.404473,65000000,235666219,Spy,Paul Feig,120,Action|Comedy|Crime,2015,59799973.6880115,216812826.082356
2.395366,50100000,153962963,Focus,Glenn Ficarra|John Requa,105,Romance|Comedy|Crime|Drama,2015,46091979.7195289,141645863.63582
2.354654,35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,Action|Crime|Thriller,2015,32199985.8320062,75759810.18568349
2.345821,100000000,93820758,In the Heart of the Sea,Ron Howard,122,Thriller|Drama|Adventure|Action|History,2015,91999959.5200178,86315059.3813738
2.331636,20000000,0,Survivor,James McTeigue,96,Crime|Thriller|Action,2015,18399991.9040035,0.0
2.331567,35000000,137935567,Creed,Ryan Coogler,133,Drama,2015,32199985.8320062,126900665.803707
2.31767,35000000,140795793,Trainwreck,Judd Apatow,125,Comedy,2015,32199985.8320062,129532072.565888
2.29573,13000000,32848185,Eye in the Sky,Gavin Hood,102,Drama|Thriller|War,2015,11959994.7376023,30220316.9030605
2.28135,25000000,42972994,Legend,Brian Helgeland,131,Crime|Thriller,2015,22999989.8800044,39535137.0845396
2.272044,0,45895,Beyond the Reach,Jean-Baptiste LÃ©onetti,95,Thriller,2015,0.0,42223.381421712096
2.234573,150000000,128388320,Pan,Joe Wright,111,Adventure|Family|Fantasy,2015,137999939.280026,118117202.42843
2.165433,0,0,Mythica: The Darkspore,Anne K. Black,108,Action|Adventure|Fantasy,2015,0.0,0.0
2.141506,0,0,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,105,Comedy|Drama,2015,0.0,0.0
2.140199,99000000,246233113,The Peanuts Movie,Steve Martino,88,Adventure|Animation|Comedy|Family,2015,91079959.9248176,226534364.284879
2.121884,35000000,48623572,Concussion,Peter Landesman,123,Drama,2015,32199985.8320062,44733666.5571867
2.096273,25000000,52395996,The Night Before,Jonathan Levine,100,Comedy,2015,22999989.8800044,48204295.1101101
2.080935,2500000,5214043,Knock Knock,Eli Roth,99,Drama|Horror|Thriller,2015,2299998.98800044,4796917.44935632
2.070708,34000000,63013281,The Longest Ride,"George Tillman, Jr.",128,Romance|Drama,2015,31279986.236806,57972193.012235
2.060162,80000000,466183544,Hotel Transylvania 2,Genndy Tartakovsky,89,Animation|Comedy|Family,2015,73599967.61601421,428888671.768984
2.055572,17000000,24000000,Love the Coopers,Jessie Nelson,107,Family|Comedy,2015,15639993.118403,22079990.2848042
2.049886,35000000,61181942,The Walk,Robert Zemeckis,123,Adventure|Drama|Thriller,2015,32199985.8320062,56287361.8735607
2.026651,11000000,1863315,Tracers,Daniel Benmayor,94,Action|Crime|Drama,2015,10119995.5472019,1714249.04573042
2.000338,31000000,104384188,Vacation,John Francis Daley|Jonathan M. Goldstein,99,Adventure|Comedy,2015,28519987.4512055,96033410.7052992
1.984529,35000000,95437994,Poltergeist,Gil Kenan,93,Horror|Thriller,2015,32199985.8320062,87802915.846717
1.980039,4000000,187112,Maggie,Henry Hobson,95,Horror,2015,3679998.38080071,172142.964257095
1.959765,0,2000000,Equals,Drake Doremus,101,Drama|Romance|Science Fiction,2015,0.0,1839999.19040035
1.95632,50000000,3324330,Child 44,Daniel Espinosa,137,Crime|Thriller,2015,45999979.7600089,3058382.2543117995
1.926739,5000000,58978653,The Gift,Joel Edgerton,108,Thriller|Mystery,2015,4599997.97600089,54260336.8854517
1.904898,50000000,240360392,Daddy's Home,Sean Anders,96,Comedy,2015,45999979.7600089,221131463.342156
1.876037,0,0,Mythica: The Necromancer,A. Todd Smith,0,Fantasy|Action|Adventure,2015,0.0,0.0
1.872696,10000000,0,Vice,Brian A Miller,96,Thriller|Science Fiction|Action|Adventure,2015,9199995.95200178,0.0
1.865007,64000000,97571250,The Little Prince,Mark Osborne,92,Adventure|Animation|Fantasy,2015,58879974.0928114,89765510.50317529
1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Adventure|Animation|Comedy|Family,2015,0.0,215055014.135793
1.82313,11930000,18340000,The Dressmaker,Jocelyn Moorhouse,118,Drama,2015,10975595.1707381,16872792.5759712
1.758618,8500000,43528634,The DUFF,Ari Sandel,100,Romance|Comedy,2015,7819996.55920151,40046325.65961671
1.742286,10000000,52882018,Sinister 2,Ciaran Foy,97,Horror,2015,9199995.95200178,48651435.1533685
1.73518,30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Action|Adventure|Comedy|Family,2015,27599987.856005296,98989419.0846556
1.7247119999999898,0,0,Frozen Fever,Chris Buck|Jennifer Lee,8,Adventure|Animation|Family,2015,0.0,0.0
1.661789,0,0,High-Rise,Ben Wheatley,119,Action|Drama|Science Fiction,2015,0.0,0.0
1.6510779999999898,4000000,50163103,The Boy Next Door,Rob Cohen,91,Thriller,2015,3679998.38080071,46150034.4539848
1.646664,0,0,Spooks: The Greater Good,Bharat Nalluri,104,Thriller|Action,2015,0.0,0.0
1.532997,30000000,49263404,Entourage,Doug Ellin,104,Comedy,2015,27599987.856005296,45322311.73818279
1.510096,23000000,79799880,The Wedding Ringer,Jeremy Garelick,101,Comedy,2015,21159990.689604,73415857.2970227
1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,93,Comedy|Horror,2015,13799993.9280026,13671898.7043645
1.495112,5000000,98450062,The Visit,M. Night Shyamalan,94,Horror|Thriller,2015,4599997.97600089,90574017.1874324
1.48324599999999,53000000,99775678,Black Mass,Scott Cooper,122,Crime|Drama,2015,48759978.5456094,91793583.3708233
1.449072,8900000,50136,Heist,Scott Mann,93,Crime|Action|Thriller,2015,8187996.39728158,46125.099704956105
1.448002,15000000,61548707,Krampus,Michael Dougherty,98,Horror|Comedy|Fantasy,2015,13799993.9280026,56624785.5250943
1.443406,20000000,208588,Dark Places,Gilles Paquet-Brenner,113,Drama|Mystery|Thriller,2015,18399991.9040035,191900.87556361398
1.41239,5000000,54418872,No Escape,John Erick Dowdle,103,Action|Thriller,2015,4599997.97600089,50065340.2112503
1.40805,700000,17986781,Dope,Rick Famuyiwa,103,Crime|Drama|Comedy,2015,643999.716640124,16547831.2389542
1.388251,28000000,28208085,American Ultra,Nima Nourizadeh,96,Comedy|Action,2015,25759988.665604897,25951426.7813722
1.388032,11000000,61619773,Woman in Gold,Simon Curtis,120,Drama,2015,10119995.5472019,56690166.2163268
1.38032,0,0,The Scorpion King: The Lost Throne,Mike Elliott,105,Action|Fantasy|Adventure,2015,0.0,0.0
1.376605,30000000,105011053,Sisters,Jason Moore,118,Comedy,2015,27599987.856005296,96610126.25154442
1.360926,12000000,32248241,Project Almanac,Dean Israelite,106,Science Fiction|Thriller,2015,11039995.1424021,29668368.665917706
1.360827,0,5189646,Absolutely Anything,Terry Jones,85,Comedy|Science Fiction,2015,0.0,4774472.21923222
1.355822,25000000,72629670,The Transporter Refueled,Camille Delamarre,96,Thriller|Action|Crime,2015,22999989.8800044,66819266.9995225
1.345982,55000000,74679822,Crimson Peak,Guillermo del Toro,119,Mystery|Thriller|Fantasy|Horror|Drama,2015,50599977.7360098,68705406.0096213
1.342839,0,0,Everly,Joe Lynch,90,Thriller|Action,2015,0.0,0.0
1.338481,14800000,122413057,Magic Mike XXL,Gregory Jacobs,115,Comedy|Drama|Music,2015,13615994.0089626,112619962.887216
1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,88,Horror|Thriller,2015,9199995.95200178,71851557.1453148
1.329702,0,229094,Slow West,John Maclean,84,Romance|Thriller|Western,2015,0.0,210766.38726278895
1.316239,15000000,8235661,Trumbo,Jay Roach,124,Drama,2015,13799993.9280026,7576804.78620589
1.315266,19500000,32189727,Secret in Their Eyes,Billy Ray,111,Crime|Drama|Mystery,2015,17939992.1064034,29614535.8096042
1.29314,0,2500431,Mistress America,Noah Baumbach,84,Comedy,2015,0.0,2300395.50782597
1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,93,Family|Animation,2015,68079970.0448131,286666383.306791
1.284541,0,4719695,True Story,Rupert Goold,100,Crime|Drama|Mystery,2015,0.0,4342117.4894683
1.278928,20000000,43967255,Max,Boaz Yakin,111,Adventure|Drama|Family,2015,18399991.9040035,40449856.802063
1.25358,0,59700000,Shaun the Sheep Movie,Mark Burton|Richard Starzack,85,Family|Animation|Comedy|Adventure,2015,0.0,54923975.83345061
1.251681,11000000,0,Louder Than Bombs,Joachim Trier,109,Drama,2015,10119995.5472019,0.0
1.245224,0,1702433,A Perfect Day,Fernando LeÃ³n de Aranoa,106,Comedy|Drama,2015,0.0,1566237.67085542
1.225325,40000000,10664749,The Gunman,Pierre Morel,115,Action|Drama|Crime,2015,36799983.80800711,9811564.7629115
1.191138,1000000,62882090,Unfriended,Levan Gabriadze,82,Horror|Thriller,2015,919999.595200178,57851497.3453411
1.178831,35000000,51680201,Hot Pursuit,Anne Fletcher,87,Action|Crime|Comedy,2015,32199985.8320062,47545763.9998638
1.164724,10000000,104303851,Insidious: Chapter 3,Leigh Whannell,97,Drama|Horror|Thriller,2015,9199995.95200178,95959500.6978197
1.161812,0,118483,Z for Zachariah,Craig Zobel,97,Drama|Science Fiction|Thriller,2015,0.0,109004.312038102
1.144808,0,0,Dragonheart 3: The Sorcerer's Curse,Colin Teague,97,Action|Adventure|Fantasy,2015,0.0,0.0
1.142518,6000000,41387687,The Lady in the Van,Nicholas Hytner,104,Comedy|Drama,2015,5519997.57120106,38076655.2862716
1.138395,40000000,34227298,Victor Frankenstein,Paul McGuigan,109,Drama|Science Fiction|Thriller,2015,36799983.80800711,31489100.3047958
1.128081,0,0,Brothers of the Wind,Gerado Olivares|Otmar Penker,98,Adventure|Drama|Family,2015,0.0,0.0
1.125239,8000000,3759286,Anomalisa,Duke Johnson|Charlie Kaufman,90,Animation|Comedy|Drama|Romance,2015,7359996.76160142,3458541.59824169
1.073349,1800000,0,Bone Tomahawk,S. Craig Zahler,132,Horror|Western|Adventure|Drama,2015,1655999.27136032,0.0
1.065888,0,17671101,Regression,Alejandro AmenÃ¡bar,106,Horror|Mystery|Thriller,2015,0.0,16257405.7667414
1.063055,0,0,Pawn Sacrifice,Edward Zwick,114,Drama,2015,0.0,0.0
1.046518,0,11472454,The Man Who Knew Infinity,Matt Brown,108,Drama,2015,0.0,10554653.0359526
1.041922,20000000,0,Momentum,Stephen S. Campanelli,96,Thriller|Action,2015,18399991.9040035,0.0
1.03839,2000000,1477002,The Diary of a Teenage Girl,Marielle Heller,102,Drama|Romance,2015,1839999.19040035,1358841.24210985
1.036825,0,0,Pay the Ghost,Uli Edel,94,Horror|Thriller,2015,0.0,0.0
1.02762,0,0,The Voices,Marjane Satrapi,101,Horror|Thriller|Comedy|Crime,2015,0.0,0.0
1.021441,0,3643591,Last Knights,Kazuaki Kiriya,115,Action|Adventure,2015,0.0,3352102.24507501
1.008474,12000000,0,Il racconto dei racconti,Matteo Garrone,125,Romance|Fantasy|Horror,2015,11039995.1424021,0.0
1.007054,11000000,27391084,Irrational Man,Woody Allen,95,Mystery|Drama,2015,10119995.5472019,25199786.192094
0.973316,15000000,0,Queen of the Desert,Werner Herzog,128,Drama|History,2015,13799993.9280026,0.0
0.956096,18000000,41325328,Ricki and the Flash,Jonathan Demme,100,Comedy|Drama|Music,2015,16559992.7136032,38019285.0315145
0.953647,0,0,Miss You Already,Catherine Hardwicke,112,Comedy|Drama|Romance,2015,0.0,0.0
0.953046,630019,0,Kung Fury,David Sandberg,31,Action|Comedy|Science Fiction|Fantasy,2015,579617.224968421,0.0
0.950793,12000000,60273173,The Perfect Guy,David M. Rosenthal,100,Drama|Thriller,2015,11039995.1424021,55451294.7614303
0.938432,0,1936524,A Bigger Splash,Luca Guadagnino,120,Crime|Drama|Mystery|Thriller,2015,0.0,1781601.29609542
0.93762,10000000,7587485,While We're Young,Noah Baumbach,97,Drama|Comedy,2015,9199995.95200178,6980483.12858742
0.927339,40000000,106511453,Get Hard,Etan Cohen,100,Comedy,2015,36799983.80800711,97990493.6441828
0.91704,0,0,Kidnapping Mr. Heineken,Daniel Alfredson,95,Drama|Action|Crime|Thriller,2015,0.0,0.0
0.913085,60000000,0,The Ridiculous 6,Frank Coraci,119,Comedy|Western,2015,55199975.71201059,0.0
0.90686,0,0,Kill Me Three Times,Kriv Stenders,90,Comedy|Thriller,2015,0.0,0.0
0.906036,25000000,24902723,The 33,Patricia Riggen,120,History|Drama,2015,22999989.8800044,22910495.079382107
0.898295999999999,14000000,16002420,Suffragette,Sarah Gavron,106,Drama|History,2015,12879994.3328024,14722219.9222232
0.8944770000000001,0,0,45 Years,Andrew Haigh,95,Drama,2015,0.0,0.0
0.880937999999999,6000000,11122090,We Are Your Friends,Max Joseph,96,Drama|Music|Romance,2015,5519997.57120106,10232318.2977799
0.880268,0,6075,Barely Lethal,Kyle Newman,96,Adventure|Action|Comedy,2015,0.0,5588.997540841079
0.874641,0,13192457,Macbeth,Justin Kurzel,113,History|Drama|War,2015,0.0,12137055.0996957
0.872149,0,16775,Extraction,Steven C. Miller,83,Action|Thriller,2015,0.0,15432.9932094829
0.8611790000000001,0,0,Jenny's Wedding,Mary Agnes Donoghue,94,Comedy|Drama,2015,0.0,0.0
0.848748,0,0,Descendants,Kenny Ortega,112,Music|Action|Adventure|Comedy|Family,2015,0.0,0.0
0.843174,0,0,Tumbledown,Sean Mewshaw,105,Music|Romance|Comedy,2015,0.0,0.0
0.842202,0,30229977,Far from the Madding Crowd,Thomas Vinterberg,119,Romance|Drama,2015,0.0,27811566.6029106
0.8369409999999989,0,3002884,The End of the Tour,James Ponsoldt,106,Drama,2015,0.0,2762652.06443309
0.8324870000000001,10000000,85978266,The Second Best Exotic Marigold Hotel,John Madden,122,Drama|Comedy,2015,9199995.95200178,79099969.91601321
0.829111,20000000,6420319,Little Boy,Alejandro Monteverde,106,Comedy|Drama|War,2015,18399991.9040035,5906690.88105601
0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Brandon Vietti,48,Action|Adventure|Animation|Family,2015,0.0,0.0
0.820691,0,1986615,Remember,Atom Egoyan,94,Drama|Thriller,2015,0.0,1827684.9958186
0.814206,37000000,26250020,Aloha,Cameron Crowe,105,Adventure|Comedy|Romance,2015,34039985.0224065,24150007.7739965
0.813893,26000000,0,Accidental Love,David O. Russell|Stephen Greene,100,Romance|Comedy,2015,23919989.4752046,0.0
0.810667,0,0,Halo: The Fall of Reach,Ian Kirby,67,Action|Animation|Science Fiction,2015,0.0,0.0
0.795762,28000000,7002261,Our Brand Is Crisis,David Gordon Green,108,Drama|Comedy,2015,25759988.665604897,6442077.28548599
0.792471,0,0,Into the Forest,Patricia Rozema,101,Drama|Science Fiction,2015,0.0,0.0
0.7879689999999989,0,231737,The Invitation,Karyn Kusama,100,Thriller,2015,0.0,213197.946192903
0.781809,0,0,The Benefactor,Andrew Renzi,90,Drama,2015,0.0,0.0
0.7739090000000001,0,0,Open Season: Scared Silly,David Feiss,85,Animation|Comedy|Family|Adventure,2015,0.0,0.0
0.77107,0,134552,Cop Car,Jon Watts,86,Thriller,2015,0.0,123787.785533374
0.768138,0,0,Mojave,William Monahan,93,Thriller,2015,0.0,0.0
0.758133,0,3214116,Sleeping with Other People,Leslye Headland,100,Comedy,2015,0.0,2956985.41892641
0.747541,11000000,0,Forsaken,Jon Cassar,90,Western|Drama,2015,10119995.5472019,0.0
0.738404,0,8413144,Amy,Asif Kapadia,128,Documentary|Music,2015,0.0,7740089.0743608
0.7299,0,0,Madame Bovary,Sophie Barthes,118,Drama,2015,0.0,0.0
0.719407,0,0,The Hallow,Corin Hardy,97,Fantasy|Horror,2015,0.0,0.0
0.7141310000000001,0,0,Barbie in Princess Power,Zeke Norton,74,Family|Animation,2015,0.0,0.0
0.7073550000000001,0,0,Howl,Paul Hyett,89,Horror,2015,0.0,0.0
0.706023,7000000,573335,Freeheld,Peter Sollett,103,Romance|Drama,2015,6439997.16640124,527467.967914094
0.7013699999999989,0,0,Man Up,Ben Palmer,88,Romance|Comedy,2015,0.0,0.0
0.699932,3000000,695269,Love,Gaspar NoÃ©,134,Drama|Romance,2015,2759998.78560053,639647.198555232
0.69957,9600000,2541554,Truth,James Vanderbilt,121,Drama,2015,8831996.11392171,2338228.65117939
0.696184,0,0,Return to Sender,Fouad Mikati,95,Thriller,2015,0.0,0.0
0.690479,10000000,10835752,Danny Collins,Dan Fogelman,107,Comedy|Drama|Music,2015,9199995.95200178,9968887.45368952
0.6895789999999989,15000000,3020664,Rock the Kasbah,Barry Levinson,100,Comedy|Music|War,2015,13799993.9280026,2779009.65723575
0.689571,2240000,0,Fathers and Daughters,Gabriele Muccino,116,Drama,2015,2060799.09324839,0.0
0.6737920000000001,1000000,14444999,"Hello, My Name Is Doris",Michael Showalter,95,Comedy|Drama|Romance,2015,919999.595200178,13289393.2326669
0.669351,13000000,1784763,The Vatican Tapes,Mark Neveldine,91,Thriller|Horror,2015,11959994.7376023,1641981.23752825
0.661471,8000000,1411927,99 Homes,Ramin Bahrani,112,Drama,2015,7359996.76160142,1298972.2684522
0.6611630000000001,14000000,12314651,Hot Tub Time Machine 2,Steve Pink,93,Comedy,2015,12879994.3328024,11329473.9350314
0.654335,0,0,Knight of Cups,Terrence Malick,118,Romance|Drama,2015,0.0,0.0
0.654046,4000000,143101,Manglehorn,David Gordon Green,97,Drama,2015,3679998.38080071,131652.86207274
0.649628,0,0,Mississippi Grind,Ryan Fleck|Anna Boden,108,Drama,2015,0.0,0.0
0.644786,0,0,400 Days,Matt Osterman,91,Mystery|Science Fiction|Thriller,2015,0.0,0.0
0.640151,0,0,Lava,James Ford Murphy,7,Animation|Comedy|Family|Fantasy|Music,2015,0.0,0.0
0.638556999999999,0,0,Air,Christian Cantamessa,94,Thriller|Science Fiction,2015,0.0,0.0
0.633608,0,0,Riot,John Lyde,88,Action,2015,0.0,0.0
0.629560999999999,0,0,Septembers of Shiraz,Wayne Blair,110,Drama|Thriller,2015,0.0,0.0
0.607124,0,8034,Every Thing Will Be Fine,Wim Wenders,118,Drama,2015,0.0,7391.27674783823
0.606113,0,0,Extinction,Miguel Ãngel Vivas,110,Drama|Horror|Science Fiction,2015,0.0,0.0
0.604928,0,0,The Childhood of a Leader,Brady Corbet,116,Mystery|Drama|Horror,2015,0.0,0.0
0.602165,8000000,35991087,A Walk in the Woods,Ken Kwapis,104,Drama|Adventure|Comedy,2015,7359996.76160142,33111785.4708143
0.599751,0,0,Clown,Jon Watts,100,Horror,2015,0.0,0.0
0.599655,3300000,64110728,The Lazarus Effect,David Gelb,83,Thriller|Horror,2015,3035998.66416058,58981843.80798871
0.589472,0,0,Batman vs. Robin,Jay Oliva,72,Action|Adventure|Animation,2015,0.0,0.0
0.586735,8000000,0,Careful What You Wish For,Elizabeth Allen Rosenbaum,91,Thriller,2015,7359996.76160142,0.0
0.584363,0,0,Racing Extinction,Louie Psihoyos,90,Adventure|Documentary,2015,0.0,0.0
0.577814,35000000,14431253,Unfinished Business,Ken Scott,90,Comedy,2015,32199985.8320062,13276746.9182313
0.570743999999999,2000000,45431,Lost River,Ryan Gosling,95,Fantasy|Thriller,2015,1839999.19040035,41796.5016095392
0.569443,0,0,Cobain: Montage of Heck,Brett Morgen,132,Music|Documentary,2015,0.0,0.0
0.561032,0,0,Hyena Road,Paul Gross,120,War|Drama,2015,0.0,0.0
0.560743999999999,7000000,0,Criminal Activities,Jackie Earle Haley,94,Thriller|Crime|Drama,2015,6439997.16640124,0.0
0.560423,12000000,0,Life,Anton Corbijn,112,Drama,2015,11039995.1424021,0.0
0.553238,0,45710059,"McFarland, USA",Niki Caro,128,Drama,2015,0.0,42053235.77657621
